Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level,Address,Tenure Lease Period,Tenure From,Tenure Due,Tenure Remaining,Latitude,Longitude,Planning Area,Region
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,900000,236.81,"3,801",Jun-24,Strata,22,"40,909",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05,"FU LU SHOU COMPLEX, ROCHOR ROAD",99,1980,2079,55,1.30151258571919,103.854497235401,Rochor,Central
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,868888,226.04,"3,844",Jun-24,Strata,21,"41,376",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05,"FU LU SHOU COMPLEX, ROCHOR ROAD",99,1980,2079,55,1.30151258571919,103.854497235401,Rochor,Central
THE ADELPHI,COLEMAN STREET,Retail,1450000,409.03,"3,545",Jun-24,Strata,38,"38,158",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",B1 to B5,"THE ADELPHI, COLEMAN STREET",999,1828,2827,803,1.29118503658447,103.851184338699,Downtown Core,Central
THE INTERLACE,DEPOT ROAD,Retail,900000,387.5,"2,323",Jun-24,Strata,36,"25,000",99 yrs lease commencing from 2009,4," Telok Blangah, Harbourfront",01 to 05,"THE INTERLACE, DEPOT ROAD",99,2009,2108,84,1.28220135422008,103.803023756097,Bukit Merah,Central
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Retail,382000,139.93,"2,730",Jun-24,Strata,13,"29,385",99 yrs lease commencing from 2000,23," Hillview, Dairy Farm, Bukit Panjang, Choa Chu Kang",01 to 05,"HILLVIEW REGENCY, BUKIT BATOK EAST AVENUE 2",99,2000,2099,75,1.3520262739648,103.757372166153,Bukit Batok,West
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,450000,193.75,"2,323",Jun-24,Strata,18,"25,000",Freehold,8, Little India,01 to 05,"JALAN BESAR PLAZA, KITCHENER ROAD",Freehold,Freehold,Freehold,Freehold,1.30865766748104,103.858066663176,Kallang,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1000000,452.09,"2,212",May-24,Strata,42,"23,810",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1000000,527.44,"1,896",May-24,Strata,49,"20,408",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,770000,398.27,"1,933",May-24,Strata,37,"20,811",Freehold,14," Geylang, Eunos",01 to 05,"GRANDLINK SQUARE, GUILLEMARD ROAD",Freehold,Freehold,Freehold,Freehold,1.3141912983094,103.891500511011,Geylang,East
DELFI ORCHARD,ORCHARD ROAD,Retail,439000000,"91,278.72","4,809",May-24,Strata,"8,480","51,769",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"DELFI ORCHARD, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30717887298465,103.828469994324,Orchard,Central
OXLEY TOWER,ROBINSON ROAD,Retail,640000,182.99,"3,497",May-24,Strata,17,"37,647",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"OXLEY TOWER, ROBINSON ROAD",Freehold,Freehold,Freehold,Freehold,1.27870608494088,103.848418970551,Downtown Core,Central
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,1238800,538.2,"2,302",May-24,Strata,50,"24,776",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05,"FU LU SHOU COMPLEX, ROCHOR ROAD",99,1980,2079,55,1.30151258571919,103.854497235401,Rochor,Central
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,820000,312.16,"2,627",May-24,Strata,29,"28,276",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,"VIBES @ EAST COAST, TELOK KURAU ROAD",Freehold,Freehold,Freehold,Freehold,1.30948276318529,103.911720115974,Bedok,East
VISION EXCHANGE,VENTURE DRIVE,Retail,1900000,387.5,"4,903",May-24,Strata,36,"52,778",99 yrs lease commencing from 2013,22, Jurong,01 to 05,"VISION EXCHANGE, VENTURE DRIVE",99,2013,2112,88,1.33015172071471,103.744574631833,Jurong East,West
SIM LIM TOWER,JALAN BESAR,Retail,1038000,376.74,"2,755",May-24,Strata,35,"29,657",Freehold,8, Little India,B1 to B5,"SIM LIM TOWER, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30381132990834,103.854639960657,Rochor,Central
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,2818075,"1,496.20","1,883",May-24,Strata,139,"20,274",999 yrs lease commencing from 1828,6," High Street, Beach Road (part)",01 to 05,"PENINSULA SHOPPING COMPLEX, COLEMAN STREET",999,1828,2827,803,1.29180789601988,103.850272637854,Downtown Core,Central
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,1300000,365.98,"3,552",May-24,Strata,34,"38,235",999 yrs lease commencing from 1827,7," Middle Road, Golden Mile",01 to 05,"BUGIS CUBE, NORTH BRIDGE ROAD",999,1827,2826,802,1.2981408343975,103.855635339249,Downtown Core,Central
LE REGAL,GEYLANG ROAD,Retail,334000,107.64,"3,103",May-24,Strata,10,"33,400",Freehold,14," Geylang, Eunos",01 to 05,"LE REGAL, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31250268727998,103.880368117228,Geylang,East
FORTUNE CENTRE,MIDDLE ROAD,Retail,680000,290.63,"2,340",May-24,Strata,27,"25,185",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05,"FORTUNE CENTRE, MIDDLE ROAD",99,1980,2079,55,1.30042241913975,103.852286627386,Rochor,Central
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,4052012,"1,722.24","2,353",May-24,Strata,160,"25,325",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",06 to 10,"SIM LIM SQUARE, ROCHOR CANAL ROAD",99,1983,2082,58,1.30290658774258,103.853031869482,Rochor,Central
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,4079889,"1,915.99","2,129",May-24,Strata,178,"22,921",99 yrs lease commencing from 1983,7," Middle Road, Golden Mile",06 to 10,"SIM LIM SQUARE, ROCHOR CANAL ROAD",99,1983,2082,58,1.30290658774258,103.853031869482,Rochor,Central
MILLAGE,CHANGI ROAD,Retail,660000,161.46,"4,088",May-24,Strata,15,"44,000",Freehold,14," Geylang, Eunos",01 to 05,"MILLAGE, CHANGI ROAD",Freehold,Freehold,Freehold,Freehold,1.31635267644491,103.900132277641,Geylang,East
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,765000,204.52,"3,741",May-24,Strata,19,"40,263",Freehold,15," Katong, Joo Chiat, Amber Road",B1 to B5,"KATONG SHOPPING CENTRE, MOUNTBATTEN ROAD",Freehold,Freehold,Freehold,Freehold,1.30382040183737,103.901040040407,Marine Parade,Central
FORTUNE CENTRE,MIDDLE ROAD,Retail,1500000,581.26,"2,581",May-24,Strata,54,"27,778",99 yrs lease commencing from 1980,7," Middle Road, Golden Mile",01 to 05,"FORTUNE CENTRE, MIDDLE ROAD",99,1980,2079,55,1.30042241913975,103.852286627386,Rochor,Central
FUYUEN COURT,SIMS AVENUE,Retail,1850000,828.83,"2,232",May-24,Strata,77,"24,026",Freehold,14," Geylang, Eunos",01 to 05,"FUYUEN COURT, SIMS AVENUE",Freehold,Freehold,Freehold,Freehold,1.31610089372943,103.888998018255,Geylang,East
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,1540000,409.03,"3,765",May-24,Strata,38,"40,526",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,1080000,398.27,"2,712",May-24,Strata,37,"29,189",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,1550000,947.23,"1,636",May-24,Strata,88,"17,614",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
PAVILION SQUARE,GEYLANG ROAD,Retail,540000,96.88,"5,574",May-24,Strata,9,"60,000",Freehold,14," Geylang, Eunos",01 to 05,"PAVILION SQUARE, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31297800060859,103.879770800217,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2516180,796.54,"3,159",May-24,Strata,74,"34,002",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2839000,914.94,"3,103",May-24,Strata,85,"33,400",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2808000,904.18,"3,106",May-24,Strata,84,"33,429",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
28 RC SUITES,RACE COURSE LANE,Retail,1680000,430.56,"3,902",May-24,Strata,40,"42,000",Freehold,8, Little India,01 to 05,"28 RC SUITES, RACE COURSE LANE",Freehold,Freehold,Freehold,Freehold,1.3099817921347,103.852952005462,Rochor,Central
28 RC SUITES,RACE COURSE LANE,Retail,1680000,430.56,"3,902",May-24,Strata,40,"42,000",Freehold,8, Little India,01 to 05,"28 RC SUITES, RACE COURSE LANE",Freehold,Freehold,Freehold,Freehold,1.3099817921347,103.852952005462,Rochor,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,621000,258.34,"2,404",May-24,Strata,24,"25,875",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,510000,247.57,"2,060",May-24,Strata,23,"22,174",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05,"UPPER SERANGOON SHOPPING CENTRE, UPPER SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.35348082277147,103.878828134896,Hougang,North
1953,TESSENSOHN ROAD,Retail,1300000,365.98,"3,552",May-24,Strata,34,"38,235",Freehold,8, Little India,01 to 05,"1953, TESSENSOHN ROAD",Freehold,Freehold,Freehold,Freehold,1.31647752400492,103.857750849922,Kallang,Central
THE ARIZON,GEYLANG ROAD,Retail,2674000,796.54,"3,357",May-24,Strata,74,"36,135",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
NEW WORLD CENTRE,JALAN BERSEH,Retail,7158245,"3,939.62","1,817",May-24,Strata,366,"19,558",99 yrs lease commencing from 1994,8, Little India,01 to 05,"NEW WORLD CENTRE, JALAN BERSEH",99,1994,2093,69,1.30730464109303,103.857706092553,Rochor,Central
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,378000,86.11,"4,390",Apr-24,Strata,8,"47,250",Freehold,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05,"SUITES AT BUKIT TIMAH, JALAN JURONG KECHIL",Freehold,Freehold,Freehold,Freehold,1.34054847886549,103.773649129593,Bukit Timah,West
SOUTHBANK,NORTH BRIDGE ROAD,Retail,300000,129.17,"2,323",Apr-24,Strata,12,"25,000",99 yrs lease commencing from 2006,7," Middle Road, Golden Mile",01 to 05,"SOUTHBANK, NORTH BRIDGE ROAD",99,2006,2105,81,1.30631203112933,103.864308334438,Kallang,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,715135,441.32,"1,620",Apr-24,Strata,41,"17,442",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,784864,484.38,"1,620",Apr-24,Strata,45,"17,441",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
THE COMMERZE@IRVING,IRVING PLACE,Retail,400000,247.57,"1,616",Apr-24,Strata,23,"17,391",60 yrs lease commencing from 2011,13," Macpherson, Braddell",01 to 05,"THE COMMERZE@IRVING, IRVING PLACE",60,2011,2071,47,1.33623678708616,103.88643382511,Toa Payoh,Central
JUNCTION NINE,YISHUN AVENUE 9,Retail,1360000,269.1,"5,054",Apr-24,Strata,25,"54,400",99 yrs lease commencing from 2013,27," Yishun, Sembawang",01 to 05,"JUNCTION NINE, YISHUN AVENUE 9",99,2013,2112,88,1.43306021695327,103.841649364872,Yishun,North
SIM LIM TOWER,JALAN BESAR,Retail,740000,279.86,"2,644",Apr-24,Strata,26,"28,462",Freehold,8, Little India,B1 to B5,"SIM LIM TOWER, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30381132990834,103.854639960657,Rochor,Central
SIM LIM TOWER,JALAN BESAR,Retail,740000,279.86,"2,644",Apr-24,Strata,26,"28,462",Freehold,8, Little India,B1 to B5,"SIM LIM TOWER, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30381132990834,103.854639960657,Rochor,Central
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,602000,161.46,"3,728",Apr-24,Strata,15,"40,133",99 yrs lease commencing from 1968,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"PEOPLE'S PARK COMPLEX, PARK ROAD",99,1968,2067,43,1.2848558843058,103.842599920236,Outram,Central
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,520000,118.4,"4,392",Apr-24,Strata,11,"47,273",Freehold,3," Queenstown, Tiong Bahru",01 to 05,"QUEENSWAY SHOPPING CENTRE, QUEENSWAY",Freehold,Freehold,Freehold,Freehold,1.28761792586115,103.803391140455,Queenstown,Central
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,1600000,570.49,"2,805",Apr-24,Strata,53,"30,189",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,"VIBES @ EAST COAST, TELOK KURAU ROAD",Freehold,Freehold,Freehold,Freehold,1.30948276318529,103.911720115974,Bedok,East
LUCKY PLAZA,ORCHARD ROAD,Retail,1388888,172.22,"8,064",Apr-24,Strata,16,"86,806",Freehold,9," Orchard, Cairnhill, River Valley",B1 to B5,"LUCKY PLAZA, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30448579105197,103.833941935117,Orchard,Central
FAR EAST PLAZA,SCOTTS ROAD,Retail,1680000,322.92,"5,203",Apr-24,Strata,30,"56,000",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"FAR EAST PLAZA, SCOTTS ROAD",Freehold,Freehold,Freehold,Freehold,1.30730468891062,103.833818438639,Orchard,Central
PARKWAY CENTRE,MARINE PARADE CENTRAL,Retail,1860000,"1,097.93","1,694",Apr-24,Strata,102,"18,235",99 yrs lease commencing from 1981,15," Katong, Joo Chiat, Amber Road",11 to 15,"PARKWAY CENTRE, MARINE PARADE CENTRAL",99,1981,2080,56,1.30188732078192,103.905996468402,Marine Parade,Central
CITY PLAZA,GEYLANG ROAD,Retail,742888,215.28,"3,451",Apr-24,Strata,20,"37,144",Freehold,14," Geylang, Eunos",01 to 05,"CITY PLAZA, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.3147868971977,103.893472115119,Geylang,East
TEXTILE CENTRE,JALAN SULTAN,Retail,1050000,"1,001.05","1,049",Apr-24,Strata,93,"11,290",99 yrs lease commencing from 1970,7," Middle Road, Golden Mile",01 to 05,"TEXTILE CENTRE, JALAN SULTAN",99,1970,2069,45,1.30393835645617,103.861630792094,Kallang,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,950000,430.56,"2,206",Apr-24,Strata,40,"23,750",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,2200000,"1,151.75","1,910",Apr-24,Strata,107,"20,561",Freehold,8, Little India,01 to 05,"JALAN BESAR PLAZA, KITCHENER ROAD",Freehold,Freehold,Freehold,Freehold,1.30865766748104,103.858066663176,Kallang,Central
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,1578000,376.74,"4,189",Apr-24,Strata,35,"45,086",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05,"HOLLAND ROAD SHOPPING CENTRE, HOLLAND AVENUE",Freehold,Freehold,Freehold,Freehold,1.31027747574118,103.795371163103,Queenstown,Central
,TAMPINES AVENUE,Retail,1150000,"1,937.52",594,Apr-24,Strata,180,"6,389",99 yrs lease commencing from 1953,18," Tampines, Pasir Ris",-,", TAMPINES AVENUE",99,1953,2052,28,1.36053918721229,103.947713076911,Tampines,East
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,10420000,"4,305.60","2,420",Apr-24,Strata,400,"26,050",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",B1 to B5,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
ORCHARD PLAZA,ORCHARD ROAD,Retail,560000,215.28,"2,601",Apr-24,Strata,20,"28,000",99 yrs lease commencing from 1977,9," Orchard, Cairnhill, River Valley",01 to 05,"ORCHARD PLAZA, ORCHARD ROAD",99,1977,2076,52,1.30495005564842,103.832971130126,Orchard,Central
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,600000,333.68,"1,798",Apr-24,Strata,31,"19,355",99 yrs lease commencing from 1972,1," Raffles Place, Cecil, Marina, People's Park",B1 to B5,"FOOK HAI BUILDING, SOUTH BRIDGE ROAD",99,1972,2071,47,1.28497488239922,103.846439133077,Outram,Central
ICON@CHANGI,CHANGI ROAD,Retail,380000,172.22,"2,206",Apr-24,Strata,16,"23,750",Freehold,14," Geylang, Eunos",B1 to B5,"ICON@CHANGI, CHANGI ROAD",Freehold,Freehold,Freehold,Freehold,1.31724236939499,103.904690327616,Geylang,East
THE CITRON,MARNE ROAD,Retail,802220,473.62,"1,694",Apr-24,Strata,44,"18,232",Freehold,8, Little India,01 to 05,"THE CITRON, MARNE ROAD",Freehold,Freehold,Freehold,Freehold,1.31258887477104,103.857214433401,Kallang,Central
OXLEY TOWER,ROBINSON ROAD,Retail,808000,226.04,"3,575",Apr-24,Strata,21,"38,476",Freehold,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"OXLEY TOWER, ROBINSON ROAD",Freehold,Freehold,Freehold,Freehold,1.27870608494088,103.848418970551,Downtown Core,Central
THE ARIZON,GEYLANG ROAD,Retail,2840000,914.94,"3,104",Apr-24,Strata,85,"33,412",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2839000,914.94,"3,103",Mar-24,Strata,85,"33,400",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,8092308,"3,853.51","2,100",Mar-24,Strata,358,"22,604",99 yrs lease commencing from 1976,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05,"BUKIT TIMAH PLAZA, JALAN ANAK BUKIT",99,1976,2075,51,1.33875930729064,103.778600077834,Bukit Timah,West
LUCKY PLAZA,ORCHARD ROAD,Retail,2400000,312.16,"7,688",Mar-24,Strata,29,"82,759",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"LUCKY PLAZA, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30448579105197,103.833941935117,Orchard,Central
,FLANDERS SQUARE,Retail,1550000,"1,410.08","1,099",Mar-24,Strata,131,"11,832",Freehold,8, Little India,-,", FLANDERS SQUARE",Freehold,Freehold,Freehold,Freehold,1.31238218211805,103.857433134804,Kallang,Central
KEMBANGAN PLAZA,JALAN MASJID,Retail,3000000,"1,205.57","2,488",Mar-24,Strata,112,"26,786",Freehold,14," Geylang, Eunos",01 to 05,"KEMBANGAN PLAZA, JALAN MASJID",Freehold,Freehold,Freehold,Freehold,1.32037255609864,103.912642849629,Bedok,East
THE ARCADE,COLLYER QUAY,Retail,1130000,161.46,"6,999",Mar-24,Strata,15,"75,333",99 yrs lease commencing from 1979,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"THE ARCADE, COLLYER QUAY",99,1979,2078,54,1.283619583733,103.852068945868,Downtown Core,Central
LUCKY PLAZA,ORCHARD ROAD,Retail,1320000,139.93,"9,433",Mar-24,Strata,13,"101,538",Freehold,9," Orchard, Cairnhill, River Valley",B1 to B5,"LUCKY PLAZA, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30448579105197,103.833941935117,Orchard,Central
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,2129600,968.76,"2,198",Mar-24,Strata,90,"23,662",99 yrs lease commencing from 1976,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",01 to 05,"BUKIT TIMAH PLAZA, JALAN ANAK BUKIT",99,1976,2075,51,1.33875930729064,103.778600077834,Bukit Timah,West
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,830000,204.52,"4,058",Mar-24,Strata,19,"43,684",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
LE REGAL,GEYLANG ROAD,Retail,300000,107.64,"2,787",Mar-24,Strata,10,"30,000",Freehold,14," Geylang, Eunos",01 to 05,"LE REGAL, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31250268727998,103.880368117228,Geylang,East
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,3400000,785.77,"4,327",Mar-24,Strata,73,"46,575",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05,"HOLLAND ROAD SHOPPING CENTRE, HOLLAND AVENUE",Freehold,Freehold,Freehold,Freehold,1.31027747574118,103.795371163103,Queenstown,Central
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,770000,193.75,"3,974",Mar-24,Strata,18,"42,778",Freehold,14," Geylang, Eunos",01 to 05,"GRANDLINK SQUARE, GUILLEMARD ROAD",Freehold,Freehold,Freehold,Freehold,1.3141912983094,103.891500511011,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2458000,635.08,"3,870",Mar-24,Strata,59,"41,661",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2594000,796.54,"3,257",Mar-24,Strata,74,"35,054",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
THE ARIZON,GEYLANG ROAD,Retail,2795000,871.88,"3,206",Mar-24,Strata,81,"34,506",Freehold,14," Geylang, Eunos",01 to 05,"THE ARIZON, GEYLANG ROAD",Freehold,Freehold,Freehold,Freehold,1.31371862266175,103.886588867863,Geylang,East
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,531000,269.1,"1,973",Mar-24,Strata,25,"21,240",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05,"SPACE @ KOVAN, YIO CHU KANG ROAD",Freehold,Freehold,Freehold,Freehold,1.35466521890966,103.876883622562,Serangoon,Central
MILLAGE,CHANGI ROAD,Retail,460000,215.28,"2,137",Mar-24,Strata,20,"23,000",Freehold,14," Geylang, Eunos",B1 to B5,"MILLAGE, CHANGI ROAD",Freehold,Freehold,Freehold,Freehold,1.31635267644491,103.900132277641,Geylang,East
FAR EAST PLAZA,SCOTTS ROAD,Retail,3000000,409.03,"7,334",Mar-24,Strata,38,"78,947",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"FAR EAST PLAZA, SCOTTS ROAD",Freehold,Freehold,Freehold,Freehold,1.30730468891062,103.833818438639,Orchard,Central
